회사명,이벤트시작일,이벤트종료일(마지막보도),기사수,언론사수,키워드종류,대표제목
LG유플러스,2025-11-05,2025-11-05,4,4,희망퇴직,"무선사업 호조 LGU+, 희망퇴직 여파에도 실적 타격 최소화"
LG이노텍,2012-08-08,2012-08-08,1,1,구조조정,"LG이노텍, 사업 구조조정 속도낸다"
LG이노텍,2019-11-21,2019-11-21,1,1,희망퇴직,"LG이노텍, LED 사업장 희망퇴직 실시"
LG전자,2012-03-12,2012-03-15,2,1,구조조정,"[더벨]LG전자, 휴대폰 사업부 구조조정 추진"
LG전자,2012-08-08,2012-08-08,1,1,구조조정,"LG전자, PDP사업 구조조정 가속화"
LG전자,2015-04-17,2015-04-17,1,1,희망퇴직,"LG전자, 부장급 대상 희망퇴직 실시 정년연장 대비하나"
LG전자,2016-07-05,2016-07-05,1,1,희망퇴직,"[단독] LG전자, 사실상 첫 희망퇴직 실시"
LG전자,2017-07-27,2017-07-27,1,1,구조조정,"[LG전자 컨콜] ""단말기 2년간 구조조정, 매출 줄어들 수밖에 없어"""
LG전자,2020-01-30,2020-01-30,2,2,구조조정,"[컨콜 종합] LG전자 ""올레드 TV, 올해 30% 이상 성장 휴대폰 구조조정 없어"""
LG전자,2021-01-25,2021-01-25,1,1,구조조정,"LG전자, MC 구조조정은 신성장 투자 동력-대신"
LG전자,2022-02-23,2022-02-24,6,6,"구조조정,희망퇴직","LG전자, 태양광 패널 사업 종료 비주력 사업 구조조정"
LG전자,2023-02-27,2023-02-27,8,8,희망퇴직,"LG전자, 올해도 희망퇴직 진행 ""신규 채용은 지속"""
LG전자,2025-08-18,2025-09-18,34,26,희망퇴직,"LG전자, 2년 만에 희망퇴직 실시 ""젊고 힘있는 조직 변모"""
LG전자,2025-11-01,2025-11-01,1,1,희망퇴직,"[컨콜] LG전자, 4분기 희망퇴직 전사로 확대"
LG전자,2025-12-17,2025-12-17,1,1,희망퇴직,"LG전자, 희망퇴직 비용 끝 내년 별도기준 실적 개선 기대-메리츠"
LG전자,2026-01-30,2026-01-30,2,2,희망퇴직,"LG전자, 사상 최대 매출인데 영업이익 27% 급감 TV 부진, 희망퇴직 여파"
LG전자,2026-04-14,2026-04-14,2,2,희망퇴직,"LG전자, 고연차 희망퇴직 실시 인공지능 전환 맞춰 인력 ‘선택과 집중’"
LG하우시스,2010-04-22,2010-04-22,2,2,구조조정,"LG하우시스, 구조조정에 따른 이익개선-NH證"
LG헬로비전,2024-11-06,2024-11-06,5,5,희망퇴직,"LG헬로비전, 창사 이래 첫 희망퇴직"
LG헬로비전,2025-10-02,2025-10-02,1,1,희망퇴직,"[단독]LG헬로비전, 추석 연휴 직후 희망퇴직 추진 본사 상암→고양 이전 검토"
LG화학,2016-05-04,2016-05-04,1,1,구조조정,"LG화학, 팜한농 구조조정 논란"
LG화학,2016-07-21,2016-07-21,1,1,구조조정,"[컨콜]LG화학 ""팜한농, 추가 구조조정 진행중""(상보)"
LG화학,2016-10-16,2016-10-16,1,1,구조조정,"LG화학, 석유화학 구조조정 선제대응 나서"
LG화학,2023-06-19,2023-06-23,3,3,구조조정,"LG화학, 석유화학 구조조정 한계사업 정리, 인력 재배치"
LG화학,2024-04-13,2024-04-30,11,10,"구조조정,희망퇴직","[단독] LG화학, 첨단소재사업본부 희망퇴직 시행"
LG화학,2024-10-28,2024-10-28,1,1,구조조정,"[컨콜] LG화학 ""NCC 구조조정 확정된 바 없다"""
LG화학,2025-04-28,2025-04-28,1,1,구조조정,"[마켓인]LG화학, 글랜우드PE에 워터솔루션부문 매각 석화 구조조정 신호탄"
LG화학,2025-08-12,2025-08-28,20,19,"구조조정,희망퇴직","LG화학, 김천공장 철거 석화 구조조정 가속화"
LG화학,2025-10-01,2025-10-31,2,2,구조조정,"LG화학, 엔솔 지분으로 2조 긴급조달 석화 구조조정 속도 내나"
LG화학,2025-12-08,2025-12-19,4,3,"구조조정,희망퇴직","LG화학, 석화 이어 첨단소재 부문도 희망퇴직 실시"
LG화학,2026-03-05,2026-03-05,2,2,희망퇴직,"LG화학, 장기 근속자 대상 희망퇴직 실시...석화 업황 부진 대응"
LG화학,2026-04-08,2026-04-16,4,4,"구조조정,희망퇴직","LG화학, BPA 지분 매각 검토 범용 석화 구조조정 확산"
LH공사,2011-02-25,2011-02-25,1,1,구조조정,"LH공사, 사업지 구조조정 잇따라 사업 철회"
LIG넥스원,2016-06-13,2016-06-13,1,1,구조조정,"LIG넥스원, 구조조정 중인 대우조선해양 기웃거리는 이유"
LS,2013-07-16,2013-07-16,1,1,구조조정,"[퀀트분석]LS, 해외법인 구조조정 등 실적 턴어라운드 기대 종합점수 87점"
LS,2015-09-23,2015-09-23,3,1,구조조정,구조조정 나서는 LS그룹 LS니꼬 자회사 공개매각
LS,2016-08-29,2016-08-29,1,1,구조조정,"LS, 구조조정 효과로 실적 턴어라운드-하이투자증권"
LS,2017-10-25,2017-10-25,2,2,구조조정,"LS, 원자재 가격상승+사업 구조조정 노력에 수익성 개선 - IBK투자증권"
LS네트웍스,2013-03-21,2013-04-04,2,2,구조조정,"[더벨]LS네트웍스, 사업 구조조정 나선 속내"
LS네트웍스,2016-09-22,2016-09-22,2,2,"구조조정,희망퇴직","LS네트웍스, 패션사업 대폭 축소 직원들에 희망퇴직 통보"
LS산전,2017-01-19,2017-01-19,1,1,구조조정,"[로봇뉴스]LS산전, ""4Q16 구조조정 "" 매수(유지)-신한금융투자"
LS전선,2013-05-16,2013-05-16,1,1,구조조정,"[더벨]LS전선, 'SPSX' 유럽 사업 구조조정 검토"
MB,2010-05-07,2010-05-08,2,1,구조조정,"MB, 금융인 초청 간담회서“기업 구조조정 관심 가져야”"
MBK,2017-01-23,2017-01-23,1,1,구조조정,"[SP] MBK, 구조조정 통해 흑자전환 “관리종목 이슈 해소될 것”"
MBK,2019-05-22,2019-05-22,1,1,구조조정,"MBK, 롯데카드 고강도 구조조정 불가피"
MG손보,2014-12-10,2014-12-11,2,2,"구조조정,희망퇴직","MG손보, 희망퇴직 실시  손보업계 구조조정 '신호탄'되나"
NHN,2010-03-24,2010-03-24,1,1,구조조정,"NHN, 해외 사업 구조조정 신호탄"
NHN,2010-10-27,2010-10-27,1,1,구조조정,"NHN, 중국 시장 철수 해외 사업 구조조정 박차"
NHN,2012-06-29,2012-06-29,2,2,구조조정,"NHN ""한게임 구조조정 사실무근"""
NHN,2023-05-24,2023-05-24,1,1,구조조정,"NHN, NHN소프트 청산 적자 계열사 구조조정 가속도"
NHN,2024-02-15,2024-02-15,2,2,구조조정,"[리포트 브리핑]NHN, '비게임 사업부 구조조정 필요' 목표가 27,000원 - 삼성증권"
NHN,2024-09-11,2024-09-11,1,1,구조조정,"NHN, 사업부문 구조조정 필요 목표가 26%↓-키움"
NHN,2025-06-30,2025-06-30,1,1,구조조정,"[단독] NHN,여행박사 고강도 구조조정  사실상 폐업 수순"
NH농협금융,2016-08-02,2016-08-02,1,1,구조조정,"NH농협금융, 사상최대 분기 적자 조선 해운 구조조정 여파"
NH농협금융,2016-10-27,2016-10-27,1,1,구조조정,구조조정 부담 해소 NH농협금융 3분기 흑자전환 성공
NH농협금융지주,2013-07-19,2013-07-19,1,1,구조조정,"NH농협금융지주, 하반기 적자 점포 대대적인 구조조정"
NH농협금융지주,2016-08-02,2016-08-02,1,1,구조조정,"NH농협금융지주, 조선 해운 구조조정 여파에 2013억원 적자"
NH농협은행,2016-05-17,2016-05-17,1,1,구조조정,"NH농협은행, 다음달 2000억원 코코본드 발행해 구조조정 대비"
NH농협은행,2016-08-11,2016-08-11,2,2,구조조정,"NH농협은행, 조선업 구조조정 지원 110억원 돌파"
NH농협은행,2021-11-19,2021-11-24,5,4,희망퇴직,"NH농협은행, 23일까지 희망퇴직 접수 81년생도 대상"
NH농협은행,2022-11-18,2022-11-18,2,2,희망퇴직,"NH농협은행, 희망퇴직 실시...만 40세 이상 직원 대상"
NH농협은행,2025-11-18,2025-11-18,1,1,희망퇴직,"인력 적체에 NH농협은행, 만 40~56세 대상 희망퇴직"
NH농협증권,2014-05-12,2014-05-26,13,11,희망퇴직,"NH농협증권, 전 직원 대상 희망퇴직 접수"
NH증권,2016-07-28,2016-07-28,1,1,구조조정,"NH증권 PE, 기업 구조조정 돕는 PDF 만든다"
NH투자증권,2015-03-10,2015-03-10,1,1,구조조정,"NH투자증권, 구조조정과 농협 통합 시너지 투자의견 ‘매수’- 현대증권"
NH투자증권,2015-11-02,2015-11-02,1,1,구조조정,"NH투자증권, 종비기업 구조조정 시 오뚜기와 강원랜드 등 유망"
NH투자증권,2016-04-19,2016-04-19,2,1,희망퇴직,"[단독]NH투자증권, 300명 희망퇴직"
NH투자증권,2016-08-31,2016-09-09,4,3,희망퇴직,"NH투자증권, 합병 후 첫 희망퇴직 실시"
NH투자증권,2016-10-18,2016-11-01,6,5,희망퇴직,"NH투자증권, 2014년 합병 이후 첫 희망퇴직"
NYT,2016-05-26,2016-05-26,1,1,인력감축,"NYT, 온라인 광고수익 악화로 결국 인력감축 나서"
OBS,2017-08-04,2017-08-04,1,1,구조조정,"OBS, 정리해고 철회한다더니 추가 구조조정 가능성?"
OCI,2011-11-07,2011-11-21,3,2,구조조정,"OCI, 중국 태양광 업체 구조조정 가능성에 강세"
OCI,2012-04-18,2012-05-03,3,3,구조조정,"[Hot-Line 코스피] OCI, 업계 구조조정 수혜 5% 급등"
OCI,2012-06-14,2012-06-14,1,1,구조조정,"OCI, 태양광산업 구조조정은 좀 더 진행되어야"
OCI,2013-08-02,2013-08-02,1,1,구조조정,"OCI, 태양광 구조조정 이후 대세 굳힌다"
OCI,2013-10-10,2013-10-10,1,1,구조조정,태양광 업계 구조조정 지속..'OCI' 전략은?
OCI,2017-10-09,2017-10-09,1,1,구조조정,"OCI, 구조조정 끝내고 4년 만에 흑자전환"
OCI,2018-10-26,2018-10-26,1,1,희망퇴직,"OCI, 3년 만에 희망퇴직 실시"
OCI,2020-03-13,2020-03-16,3,3,"구조조정,희망퇴직","OCI, 전 직원 희망퇴직 실시"
OCI,2020-04-29,2020-04-29,1,1,구조조정,"OCI, 사업 구조조정 탓 1Q 영업손 929억 원 전년比 131.5%↑"
ODS,2014-05-29,2014-05-29,1,1,구조조정,"[기자수첩]ODS, 구조조정 수단 변질돼선 안돼"
OK금융,2025-07-30,2025-07-31,2,2,구조조정,"OK금융, 상상인 페퍼저축은행 인수 무산...업계 구조조정 제동"
P&G,2015-10-31,2015-10-31,1,1,구조조정,"P&G, 180개 브랜드를 65개로 '포트폴리오 구조조정 시대'"
PF배드뱅크,2011-04-19,2011-04-19,1,1,구조조정,"PF배드뱅크, 부실사업장 구조조정 전권행사"
POSCO홀딩스,2025-07-04,2025-07-04,1,1,구조조정,"""POSCO홀딩스, 에너지소재 부문 구조조정 성과 가시화돼야 재평가 가능"""
RIM,2011-07-25,2011-07-26,3,3,구조조정,"RIM, 2000명 감원 구조조정 결정 (1보)"
RIM,2012-04-21,2012-04-21,1,1,구조조정,"RIM, 구조조정 위해 로펌 기용 블랙베리 OS 라이선스 판매할 듯"
RIM,2012-05-30,2012-05-30,1,1,구조조정,"RIM, JP모간 등 IB 고용... 대규모 구조조정 예고"
S&T모티브,2014-04-22,2014-05-12,2,2,구조조정,"S&T모티브, 구조조정 효과 기대  ‘매수’ <하나대투證>"
S&T모티브,2014-08-13,2014-08-13,1,1,구조조정,"[SP]S&T모티브, 자회사 구조조정 효과 '톡톡'"
S-OIL,2020-05-06,2020-05-06,1,1,희망퇴직,"S-OIL, 창사 이래 사상 첫 희망퇴직 계획"
S-Oil,2021-10-29,2021-10-29,1,1,구조조정,"[리포트 브리핑]S-Oil, '컨센 상회. 4Q21 증익 전망. 중국 구조조정의 수혜' 목표가 140,000원 - 하나금융투자"
SAP코리아,2024-04-16,2024-04-16,1,1,희망퇴직,"SAP코리아, 희망퇴직 실시 AI 클라우드로 사업 개편 영향"
SBS미디어넷,2025-11-24,2025-11-24,1,1,희망퇴직,"SBS미디어넷, 희망퇴직 미신청자 회의실 집단배치 계획 철회"
SC그룹,2011-02-07,2011-02-07,1,1,구조조정,"SC그룹, SC제일은행에 구조조정 요구"
SC금융,2013-11-21,2013-11-21,1,1,구조조정,"[레이더M] SC금융, 구조조정 가속화"
SC금융지주,2014-08-14,2014-08-14,1,1,희망퇴직,"SC금융지주, 상반기 386억 적자 ... 희망퇴직 실시 영향"
SC은행,2015-11-20,2015-12-03,4,4,"구조조정,희망퇴직","SC은행, 대규모 구조조정 착수[수정]"
SC은행,2024-02-14,2024-02-14,1,1,구조조정,"SC은행, IB부문 구조조정 검토 中 부동산 위기 영향"
SC제일은행,2011-12-13,2011-12-14,3,3,"구조조정,인력감축,희망퇴직",SC제일은행 연말 대규모 인력감축
SC제일은행,2022-11-15,2022-11-15,1,1,구조조정,"SC제일은행, 작년 구조조정 효과로 수익성 '방긋'"
SDN,2011-12-08,2011-12-08,1,1,구조조정,"[특징주] SDN, 태양광산업 구조조정 수혜 기대..↑"
SDN,2012-03-12,2012-03-12,1,1,구조조정,"SDN, 태양광 구조조정이 기회 '최대실적'-하이"
SH,2013-03-28,2013-03-29,2,1,구조조정,"SH, 고강도 구조조정 착수"
SK,2013-06-19,2013-06-19,1,1,구조조정,"SK, 성장형 구조조정에 박차 가한다"
SK,2025-01-12,2025-01-12,1,1,구조조정,"SK, 베트남 구조조정 속도..마산그룹에 이어 빈그룹 지분도 매각"
SKB,2010-08-13,2010-08-13,1,1,구조조정,"SKB, 실적도 좋고 구조조정도 긍정적..목표가↑-UBS"
SKB,2010-10-29,2010-10-29,1,1,구조조정,"SKB, 구조조정 효과 2분기 연속 영업익 흑자 "
SKB,2011-06-10,2011-06-10,1,1,구조조정,"SKB, 통신 구조조정의 수혜주<우리證>"
SKB,2025-10-29,2025-10-29,2,2,희망퇴직,"SKB, 근속 15년 50세 이상 희망퇴직"
SKC,2010-09-17,2010-09-17,1,1,구조조정,"SKC, 구조조정 효과+장기성장 기대.. '매수'<우리證>"
SKC,2014-09-19,2014-09-19,1,1,희망퇴직,"SKC, 임직원 상대로 희망퇴직 모집 20여명 수준"
SKC,2016-05-10,2016-05-19,7,6,"구조조정,희망퇴직","SKC, '수익 견조' 화학사업 확대..'부진 지속' 필름 구조조정"
SKC,2016-08-08,2016-08-08,1,1,구조조정,"SKC, 구조조정 비용에 이익 감소..태양광 철수 검토(상보)"
SKC,2016-11-11,2016-11-14,2,2,구조조정,"SKC, 3Q 영업익 66.5%↓ ""필름사업 구조조정 영향"""
SKC,2017-01-08,2017-01-08,1,1,구조조정,"SKC, 구조조정 덕에 `훨훨` 최근 두달새 주가 26%↑"
SKC,2024-05-14,2024-05-14,1,1,구조조정,"[리포트 브리핑]SKC, '2024년 적자와 구조조정 압박이 이어진다!' 목표가 100,000원 - 유안타증권"
SKC,2024-08-01,2024-08-01,1,1,구조조정,"SKC, 2분기 627억원 영업손실 ""사업 구조조정 성장통"""
SKC,2025-10-13,2025-10-13,1,1,구조조정,"[단독]SKC, SK피아이씨글로벌 매각 개시 석화 업계 구조조정 속도"
SKC,2026-03-16,2026-03-16,8,8,희망퇴직,"SKC, 10년만에 희망퇴직 나서"
SKIET,2026-03-15,2026-03-15,1,1,희망퇴직,"SKIET, SK온 이어 희망퇴직 받는다"
SKT,2010-11-10,2010-11-10,1,1,구조조정,"SKT, SK브로드밴드 또 구조조정 '합병 포석'"
SKT,2018-06-27,2018-06-27,1,1,희망퇴직,"SKT, 희망퇴직 거부한 직원을 경험 없는 곳 발령 대법 ""부당 인사"""
SK​ㆍKTB증권,2013-11-08,2013-11-08,1,1,구조조정,중소형 증권사 구조조정 가속화 SK​ㆍKTB증권 등
SK가스,2025-08-29,2025-08-29,1,1,구조조정,"[리포트 브리핑]SK가스, '2025~27년 이익 Level Up. 석유화학 구조조정도 수혜' 목표가 320,000원 - KB증권"
SK그룹,2024-07-11,2024-07-11,1,1,구조조정,"SK그룹, 미래 경쟁력 확보 위한 계열사 구조조정 어려워도 '뚜벅뚜벅'"
SK그룹,2025-01-12,2025-01-12,1,1,구조조정,"SK그룹, 베트남 빈그룹 지분 1.33% 약 1200억에 처분 자산 구조조정 계속"
SK네트웍스,2013-08-02,2013-08-02,1,1,구조조정,"[모닝터치R] SK네트웍스, 구조조정 효과 기대 주가 하락시 매수 추천 -한화투자증권"
SK네트웍스,2013-10-18,2013-11-21,6,5,"구조조정,희망퇴직","[단독]SK네트웍스, 희망퇴직 접수 감원돌입"
SK네트웍스,2014-01-07,2014-02-06,5,4,구조조정,"SK네트웍스, 구조조정 끝 실적 턴어라운드-신영"
SK네트웍스,2014-03-20,2014-03-20,1,1,구조조정,"SK네트웍스, 구조조정 노력 신규사업 확대 기회"
SK네트웍스,2017-02-07,2017-02-07,1,1,구조조정,"SK네트웍스, 구조조정 마무리로 실적 턴어라운드 전망-신한"
SK네트웍스,2017-04-26,2017-05-19,3,3,"구조조정,희망퇴직","SK네트웍스, 희망퇴직 프로그램 `세컨라이프` 시행"
SK네트웍스,2024-11-14,2024-11-14,1,1,구조조정,"[리포트 브리핑]SK네트웍스, '3Q24 Review: 구조조정의 시대' 목표가 5,000원 - LS증권"
SK넥실리스,2024-05-06,2024-05-08,8,8,희망퇴직,‘전기차 캐즘’ 현상속 SK넥실리스 희망퇴직 단행
SK브로드밴드,2010-06-18,2010-07-15,7,6,구조조정,"SK브로드밴드, 구조조정 나선다"
SK브로드밴드,2011-01-11,2011-01-11,1,1,구조조정,"SK브로드밴드, 그룹내 `통신+방송` 구조조정 가능성 -키움"
SK브로드밴드,2025-10-29,2025-10-29,5,4,희망퇴직,"SK브로드밴드, 희망퇴직 공지 ""중장기적 사업경쟁력 제고"""
SK브로드밴드,2025-12-16,2025-12-16,3,3,희망퇴직,SK브로드밴드 한달 반만에 희망퇴직 추가 실시
SK스퀘어,2024-06-20,2024-06-20,1,1,구조조정,SK스퀘어 박성하 대표 경질 수순 중간지주사 구조조정 돌입
SK시그넷,2025-04-10,2025-04-10,1,1,희망퇴직,"SK시그넷, 첫 희망퇴직 단행... 전기차 캐즘에 품질문제 겹쳐"
SK에너지,2010-05-25,2010-05-25,1,1,구조조정,"SK에너지 노사, '사업분할시 구조조정 없다' 합의"
SK온,2024-09-26,2024-09-27,17,16,희망퇴직,"'비상 경영' SK온, 창사 첫 희망퇴직 무급휴직 실시"
SK온,2026-02-20,2026-03-16,5,3,희망퇴직,"SK온, 희망퇴직 실시..최대 30개월분 위로금 지급"
SK이노베이션,2015-05-13,2015-05-13,7,6,"구조조정,희망퇴직","SK이노베이션, 외환위기 이후 첫 희망퇴직"
SK종합화학,2012-02-06,2012-02-06,1,1,구조조정,"SK종합화학, 자회사 구조조정 왜?"
SK증권,2013-11-08,2013-12-12,3,2,"구조조정,희망퇴직","SK증권, 희망퇴직 실시"
SK증권,2014-05-08,2014-05-08,1,1,구조조정,"SK증권, 구조조정 일단락 실적 개선 기대-교보"
SK커뮤니케이션즈,2013-12-02,2013-12-02,1,1,구조조정,"[fn 화제주] SK커뮤니케이션즈, 싸이월드 분사 등 구조조정 소식 급등"
SK컴즈,2012-10-15,2012-11-02,7,7,희망퇴직,"SK컴즈, 희망퇴직 프로그램 가동.. '감원 규모 미정'"
SK컴즈,2013-11-29,2013-12-27,3,3,구조조정,"SK컴즈,싸이월드 떼어낸다 인력 구조조정도 단행"
SK키파운드리,2024-05-13,2024-05-13,1,1,희망퇴직,"SK키파운드리, 창사 이래 첫 희망퇴직"
SK텔레콤,2012-11-26,2012-12-24,2,1,구조조정,"SK텔레콤, 플래닛과 M&C합병..계열 구조조정 신호"
SK텔레콤,2015-03-23,2015-03-23,1,1,구조조정,"SK텔레콤, 브로드밴드 합병준비 끝..그룹 구조조정 신호탄"
SK텔레콤,2015-11-02,2015-11-02,1,1,구조조정,"SK텔레콤, CJ헬로비전 고용 승계 인위적 구조조정 없다"
SK텔레콤,2025-10-31,2025-10-31,1,1,희망퇴직,"'AI 때문에 ' SK텔레콤과 SK브로드밴드, 파격 희망퇴직 실시"
